Order_ID,Order_Date,Customer_ID,Region,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
ORD00104,2025-06-11,CUST0164,West,Mumbai,Accessories,Watch,3,684.0,0.2,1641.6,1093.35,548.25,UPI
ORD00105,2025-07-25,CUST0149,East,Bhubaneswar,Electronics,Earphones,2,1359.0,0.05,2582.1,1407.69,1174.41,Wallet
ORD00106,2025-05-18,CUST0098,South,Hyderabad,Footwear,Sports Shoes,3,1180.0,0.2,2832.0,2003.62,828.38,UPI
ORD00107,2025-02-03,CUST0202,West,Pune,Electronics,Speaker,4,1875.0,0.0,7500.0,4075.6,3424.4,Wallet
ORD00108,2025-04-19,CUST0306,Central,Indore,Beauty,Serum,1,464.0,0.0,464.0,275.22,188.78,Wallet
ORD00109,2025-10-18,CUST0207,North,Jaipur,Home,Bedsheet,2,680.0,0.1,1224.0,868.0,356.0,Card
ORD00110,2025-06-11,CUST0038,North,Lucknow,Fashion,Dress,2,691.0,0.1,1243.8,825.68,418.12,Wallet
ORD00111,2025-04-19,CUST0202,Central,Indore,Footwear,Sports Shoes,1,720.0,0.05,684.0,529.09,154.91,Card
ORD00112,2025-12-02,CUST0020,South,Hyderabad,Home,Storage Box,4,647.0,0.2,2070.4,1098.28,972.12,UPI
ORD00113,2025-09-13,CUST0264,West,Ahmedabad,Accessories,Watch,4,809.0,0.05,3074.2,2083.16,991.04,UPI
ORD00114,2025-07-22,CUST0261,South,Bengaluru,Home,Storage Box,3,938.0,0.2,2251.2,1367.51,883.69,Wallet
ORD00115,2025-11-26,CUST0214,West,Mumbai,Accessories,Watch,3,772.0,0.1,2084.4,1449.05,635.35,Card
ORD00116,2025-08-23,CUST0027,Central,Indore,Accessories,Wallet,3,843.0,0.2,2023.2,1355.92,667.28,Wallet
ORD00117,2025-03-15,CUST0057,South,Chennai,Beauty,Shampoo,2,447.0,0.0,894.0,597.97,296.03,UPI
ORD00118,2025-05-16,CUST0211,East,Bhubaneswar,Fashion,Dress,2,553.0,0.15,940.1,657.63,282.47,Wallet
ORD00119,2025-03-13,CUST0340,South,Chennai,Accessories,Wallet,2,965.0,0.2,1544.0,933.37,610.63,Wallet
ORD00120,2025-05-07,CUST0182,East,Kolkata,Footwear,Sports Shoes,4,1249.0,0.2,3996.8,2434.07,1562.73,Card
ORD00121,2025-10-15,CUST0153,South,Hyderabad,Footwear,Sports Shoes,3,1257.0,0.2,3016.8,1802.87,1213.93,Card
ORD00122,2025-10-03,CUST0141,West,Pune,Accessories,Backpack,4,669.0,0.1,2408.4,1603.34,805.06,Card
ORD00123,2025-05-15,CUST0041,West,Pune,Fashion,Dress,2,877.0,0.1,1578.6,838.14,740.46,Card
ORD00124,2025-10-27,CUST0288,West,Mumbai,Electronics,Smartwatch,2,1047.0,0.2,1675.2,989.2,686.0,Card
ORD00125,2025-08-08,CUST0272,Central,Nagpur,Beauty,Face Wash,2,498.0,0.05,946.2,504.51,441.69,UPI
ORD00126,2025-10-26,CUST0052,North,Delhi,Accessories,Backpack,4,1115.0,0.1,4014.0,2835.94,1178.06,UPI
ORD00127,2025-07-24,CUST0148,West,Ahmedabad,Fashion,Kurta,4,575.0,0.15,1955.0,1347.27,607.73,Card
ORD00128,2025-07-05,CUST0020,North,Lucknow,Home,Bedsheet,2,584.0,0.2,934.4,665.35,269.05,UPI
ORD00129,2025-04-23,CUST0149,North,Jaipur,Electronics,Power Bank,4,1425.0,0.05,5415.0,4134.45,1280.55,COD
ORD00130,2025-03-12,CUST0329,Central,Nagpur,Fashion,Jeans,1,637.0,0.1,573.3,340.53,232.77,Wallet
ORD00131,2025-09-18,CUST0235,East,Kolkata,Beauty,Shampoo,1,324.0,0.1,291.6,163.95,127.65,Card
ORD00132,2025-09-10,CUST0099,North,Lucknow,Accessories,Backpack,3,810.0,0.1,2187.0,1460.09,726.91,UPI
ORD00133,2025-02-16,CUST0049,West,Ahmedabad,Footwear,Sports Shoes,3,890.0,0.0,2670.0,1666.66,1003.34,UPI
ORD00134,2025-01-25,CUST0229,East,Kolkata,Beauty,Shampoo,1,488.0,0.1,439.2,272.19,167.01,Card
ORD00135,2025-02-26,CUST0121,Central,Nagpur,Home,Storage Box,1,542.0,0.1,487.8,336.56,151.24,COD
ORD00136,2025-03-20,CUST0160,West,Pune,Accessories,Wallet,2,1023.0,0.15,1739.1,1214.55,524.55,COD
ORD00137,2025-11-18,CUST0245,East,Ranchi,Accessories,Watch,2,687.0,0.05,1305.3,1003.66,301.64,UPI
ORD00138,2025-03-23,CUST0112,West,Ahmedabad,Electronics,Smartwatch,4,1319.0,0.2,4220.8,3074.93,1145.87,UPI
ORD00139,2025-12-15,CUST0058,Central,Indore,Accessories,Wallet,3,917.0,0.0,2751.0,2086.59,664.41,COD
ORD00140,2025-08-05,CUST0267,Central,Nagpur,Footwear,Sandals,2,856.0,0.05,1626.4,984.48,641.92,Wallet
ORD00141,2025-11-02,CUST0029,Central,Indore,Fashion,Kurta,1,729.0,0.2,583.2,370.81,212.39,Wallet
ORD00142,2025-02-02,CUST0158,West,Ahmedabad,Beauty,Shampoo,1,556.0,0.2,444.8,284.77,160.03,COD
ORD00143,2025-07-17,CUST0217,North,Lucknow,Electronics,Smartwatch,2,995.0,0.2,1592.0,858.07,733.93,Card
ORD00144,2025-07-15,CUST0210,Central,Bhopal,Accessories,Wallet,1,827.0,0.15,702.95,371.33,331.62,UPI
ORD00145,2025-11-02,CUST0350,East,Bhubaneswar,Beauty,Shampoo,4,471.0,0.15,1601.4,989.13,612.27,UPI
ORD00146,2025-08-28,CUST0115,North,Delhi,Accessories,Watch,4,913.0,0.2,2921.6,1615.97,1305.63,COD
ORD00147,2025-09-28,CUST0118,West,Ahmedabad,Fashion,Jeans,4,544.0,0.2,1740.8,1076.88,663.92,UPI
ORD00148,2025-05-09,CUST0339,South,Bengaluru,Electronics,Smartwatch,2,1067.0,0.0,2134.0,1127.56,1006.44,Wallet
ORD00149,2025-10-11,CUST0229,South,Hyderabad,Footwear,Sneakers,1,1203.0,0.0,1203.0,811.33,391.67,COD
ORD00150,2025-01-06,CUST0029,West,Pune,Beauty,Face Wash,2,474.0,0.2,758.4,437.21,321.19,UPI
ORD00151,2025-12-15,CUST0345,South,Chennai,Footwear,Loafers,3,1150.0,0.2,2760.0,1864.27,895.73,Card
ORD00152,2025-02-28,CUST0032,South,Chennai,Beauty,Lipstick,2,478.0,0.15,812.6,486.04,326.56,UPI
ORD00153,2025-12-16,CUST0344,Central,Indore,Accessories,Sunglasses,1,702.0,0.1,631.8,483.21,148.59,Wallet
ORD00154,2025-10-02,CUST0276,West,Pune,Footwear,Loafers,2,1146.0,0.1,2062.8,1274.56,788.24,Wallet
ORD00155,2025-05-17,CUST0288,East,Ranchi,Beauty,Serum,2,474.0,0.15,805.8,610.66,195.14,Wallet
ORD00156,2025-11-25,CUST0041,West,Mumbai,Electronics,Power Bank,3,1220.0,0.05,3477.0,2106.6,1370.4,Wallet
ORD00157,2025-06-24,CUST0345,Central,Nagpur,Home,Bedsheet,2,868.0,0.0,1736.0,1023.89,712.11,COD
ORD00158,2025-02-27,CUST0171,Central,Nagpur,Fashion,Kurta,2,760.0,0.15,1292.0,742.01,549.99,Card
ORD00159,2025-05-31,CUST0310,South,Chennai,Fashion,Kurta,1,550.0,0.15,467.5,354.25,113.25,UPI
ORD00160,2025-08-11,CUST0333,Central,Indore,Electronics,Power Bank,3,1565.0,0.15,3990.75,2558.97,1431.78,Card
ORD00161,2025-03-22,CUST0241,East,Ranchi,Home,Storage Box,4,536.0,0.15,1822.4,994.37,828.03,Card
ORD00162,2025-08-21,CUST0075,East,Bhubaneswar,Beauty,Lipstick,1,514.0,0.2,411.2,306.21,104.99,COD
ORD00163,2025-01-02,CUST0292,East,Kolkata,Home,Cushion,2,786.0,0.1,1414.8,820.31,594.49,UPI
ORD00164,2025-05-15,CUST0181,East,Bhubaneswar,Electronics,Smartwatch,4,1193.0,0.15,4056.2,2286.65,1769.55,UPI
ORD00165,2025-09-14,CUST0039,South,Chennai,Beauty,Shampoo,1,528.0,0.2,422.4,223.36,199.04,COD
ORD00166,2025-04-02,CUST0005,South,Chennai,Fashion,Dress,2,752.0,0.0,1504.0,1058.61,445.39,UPI
ORD00167,2025-09-17,CUST0273,East,Kolkata,Footwear,Sports Shoes,4,1263.0,0.15,4294.2,2250.55,2043.65,Wallet
ORD00168,2025-02-24,CUST0009,Central,Nagpur,Fashion,T-Shirt,3,939.0,0.2,2253.6,1744.61,508.99,Wallet
ORD00169,2025-11-17,CUST0270,North,Lucknow,Beauty,Face Wash,2,430.0,0.05,817.0,465.61,351.39,Card
ORD00170,2025-06-02,CUST0125,West,Mumbai,Home,Storage Box,3,562.0,0.15,1433.1,916.24,516.86,UPI
ORD00171,2025-11-24,CUST0244,North,Delhi,Home,Bedsheet,4,546.0,0.15,1856.4,1147.37,709.03,COD
ORD00172,2025-09-17,CUST0170,South,Hyderabad,Accessories,Wallet,4,683.0,0.15,2322.2,1596.92,725.28,COD
ORD00173,2025-11-08,CUST0039,South,Hyderabad,Footwear,Sneakers,4,1085.0,0.1,3906.0,2078.41,1827.59,Card
ORD00174,2025-04-12,CUST0204,South,Bengaluru,Footwear,Sneakers,1,1168.0,0.05,1109.6,746.35,363.25,COD
ORD00175,2025-03-20,CUST0072,Central,Bhopal,Home,Lamp,4,682.0,0.2,2182.4,1323.08,859.32,COD
ORD00176,2025-07-11,CUST0175,North,Delhi,Footwear,Loafers,4,1264.0,0.05,4803.2,3545.03,1258.17,Wallet
ORD00177,2025-03-24,CUST0193,East,Bhubaneswar,Home,Bedsheet,4,652.0,0.05,2477.6,1517.56,960.04,Wallet
ORD00178,2025-10-04,CUST0043,North,Lucknow,Beauty,Shampoo,3,568.0,0.05,1618.8,1141.91,476.89,Card
ORD00179,2025-09-29,CUST0047,South,Chennai,Beauty,Shampoo,4,429.0,0.1,1544.4,947.93,596.47,COD
ORD00180,2025-01-01,CUST0221,East,Bhubaneswar,Home,Cushion,1,968.0,0.05,919.6,499.06,420.54,Wallet
ORD00181,2025-11-03,CUST0306,North,Delhi,Footwear,Sports Shoes,1,1224.0,0.1,1101.6,731.57,370.03,Card
ORD00182,2025-06-15,CUST0287,East,Bhubaneswar,Electronics,Earphones,4,1184.0,0.0,4736.0,3355.26,1380.74,UPI
ORD00183,2025-09-08,CUST0253,West,Mumbai,Footwear,Sandals,2,888.0,0.1,1598.4,956.31,642.09,UPI
ORD00184,2025-01-10,CUST0040,West,Pune,Fashion,Kurta,4,761.0,0.1,2739.6,1769.51,970.09,Card
ORD00185,2025-02-27,CUST0156,West,Ahmedabad,Home,Lamp,2,624.0,0.15,1060.8,581.12,479.68,COD
ORD00186,2025-07-05,CUST0334,Central,Indore,Electronics,Smartwatch,3,1580.0,0.15,4029.0,2445.73,1583.27,UPI
ORD00187,2025-06-07,CUST0204,Central,Nagpur,Home,Storage Box,2,705.0,0.15,1198.5,721.12,477.38,Card
ORD00188,2025-05-03,CUST0202,Central,Bhopal,Home,Cushion,3,641.0,0.15,1634.55,969.09,665.46,Card
ORD00189,2025-01-30,CUST0237,Central,Nagpur,Fashion,Kurta,2,593.0,0.2,948.8,500.02,448.78,UPI
ORD00190,2025-05-04,CUST0124,North,Jaipur,Electronics,Smartwatch,4,1018.0,0.05,3868.4,2648.57,1219.83,Card
ORD00191,2025-10-18,CUST0246,West,Pune,Accessories,Backpack,1,736.0,0.15,625.6,486.46,139.14,Wallet
ORD00192,2025-02-10,CUST0044,Central,Bhopal,Footwear,Sports Shoes,3,1270.0,0.2,3048.0,2055.55,992.45,COD
ORD00193,2025-02-13,CUST0347,South,Chennai,Beauty,Lipstick,1,467.0,0.2,373.6,289.82,83.78,Wallet
ORD00194,2025-09-06,CUST0266,North,Delhi,Home,Cushion,1,504.0,0.1,453.6,262.05,191.55,UPI
ORD00195,2025-02-05,CUST0248,West,Pune,Electronics,Smartwatch,2,1444.0,0.1,2599.2,2025.82,573.38,COD
ORD00196,2025-09-30,CUST0234,North,Delhi,Home,Cushion,2,695.0,0.1,1251.0,751.97,499.03,UPI
ORD00197,2025-03-06,CUST0232,East,Bhubaneswar,Footwear,Sports Shoes,1,925.0,0.15,786.25,556.44,229.81,Card
ORD00198,2025-03-07,CUST0332,North,Lucknow,Fashion,Jeans,1,719.0,0.0,719.0,532.63,186.37,COD
ORD00199,2025-12-04,CUST0287,South,Chennai,Accessories,Backpack,2,808.0,0.2,1292.8,726.08,566.72,Wallet
ORD00200,2025-09-01,CUST0222,West,Ahmedabad,Electronics,Power Bank,2,1112.0,0.05,2112.8,1450.49,662.31,Wallet
ORD00201,2025-10-09,CUST0110,West,Ahmedabad,Fashion,Kurta,4,745.0,0.15,2533.0,1320.09,1212.91,UPI
ORD00202,2025-03-26,CUST0235,Central,Bhopal,Home,Bedsheet,2,716.0,0.1,1288.8,779.41,509.39,COD
ORD00203,2025-05-16,CUST0201,Central,Nagpur,Home,Cushion,3,777.0,0.2,1864.8,1158.13,706.67,COD
ORD00204,2025-09-28,CUST0303,West,Ahmedabad,Home,Storage Box,2,773.0,0.1,1391.4,1055.87,335.53,COD
ORD00205,2025-11-07,CUST0192,East,Kolkata,Accessories,Backpack,2,602.0,0.1,1083.6,596.42,487.18,UPI
ORD00206,2025-08-05,CUST0096,West,Ahmedabad,Footwear,Sports Shoes,2,914.0,0.2,1462.4,906.34,556.06,Wallet
ORD00207,2025-04-19,CUST0162,Central,Bhopal,Accessories,Backpack,4,874.0,0.1,3146.4,1750.9,1395.5,Wallet
ORD00208,2025-10-04,CUST0197,East,Kolkata,Footwear,Sneakers,4,1202.0,0.05,4567.6,2606.88,1960.72,Wallet
ORD00209,2025-12-20,CUST0290,West,Ahmedabad,Electronics,Speaker,4,1530.0,0.15,5202.0,2931.25,2270.75,COD
ORD00210,2025-04-13,CUST0235,North,Jaipur,Beauty,Lipstick,2,762.0,0.2,1219.2,725.49,493.71,Wallet
ORD00211,2025-06-09,CUST0188,Central,Bhopal,Footwear,Sneakers,3,1213.0,0.2,2911.2,2136.98,774.22,COD
ORD00212,2025-07-24,CUST0335,Central,Bhopal,Accessories,Sunglasses,4,964.0,0.0,3856.0,2742.99,1113.01,UPI
ORD00213,2025-12-10,CUST0061,West,Pune,Home,Bedsheet,3,762.0,0.0,2286.0,1449.69,836.31,UPI
